product_id,date_value,performance_label,yd_sale_amount,yd_sold_count
1729514769915873855,2024-18,middle,9456.0,1576.0
1729514769915873855,2024-19,middle,5448.0,908.0
1729514769915873855,2024-20,low,2820.0,470.0
1729514769915873855,2024-21,low,1944.0,324.0
1729514769915873855,2024-22,low,1187.4,199.0
1729514769915873855,2024-23,low,365.8,62.0
1729514769915873855,2024-24,low,129.8,22.0
1729514769915873855,2024-25,low,377.6,64.0
1729514769915873855,2024-26,low,790.6,134.0
1729514769915873855,2024-27,low,772.9,131.0
1729514769915873855,2024-28,low,218.3,37.0
1729514769915873855,2024-29,low,171.1,29.0
1729514769915873855,2024-30,low,11.8,2.0
1729514769915873855,2024-31,low,159.3,27.0
1729514769915873855,2024-32,low,163.9,28.0
1729514769915873855,2024-33,low,218.3,37.0
1729514769915873855,2024-34,low,424.8,72.0
1729514769915873855,2024-35,low,436.6,74.0
1729514769915873855,2024-36,low,519.2,88.0
1729514769915873855,2024-37,low,708.0,120.0
1729514769915873855,2024-38,low,601.8,102.0
1729514769915873855,2024-39,low,841.7,163.0
1729514769915873855,2024-40,low,6100.5,1245.0
1729514769915873855,2024-41,low,945.7,193.0
1729514769915873855,2024-42,low,1014.2,198.0
1729514769915873855,2024-43,low,822.1,149.0
1729514769915873855,2024-44,low,1543.5,315.0
1729514769915873855,2024-45,low,617.4,126.0
1729514769915873855,2024-46,low,181.3,37.0
1729514769915873855,2024-47,non,,
1729514769915873855,2024-48,non,,
1729514769915873855,2024-49,low,249.9,51.0
1729514769915873855,2024-50,low,166.6,34.0
1729514769915873855,2024-51,low,294.0,60.0
1729514769915873855,2024-52,low,58.8,12.0
1730016302583285774,2024-18,top,80982.0,818.0
1730016302583285774,2024-19,top,57024.0,576.0
1730016302583285774,2024-20,top,32373.0,327.0
1730016302583285774,2024-21,high,24849.0,251.0
1730016302583285774,2024-22,high,25245.0,255.0
1730016302583285774,2024-23,top,42030.45,462.0
1730016302583285774,2024-24,high,49517.87,836.0
1730016302583285774,2024-25,top,26645.85,329.0
1730016302583285774,2024-26,high,30195.0,305.0
1730016302583285774,2024-27,high,12870.0,130.0
1730016302583285774,2024-28,high,24011.0,189.0
1730016302583285774,2024-29,top,29873.0,277.0
1730016302583285774,2024-30,high,11073.0,117.0
1730016302583285774,2024-31,high,21805.0,245.0
1730016302583285774,2024-32,high,24653.0,277.0
1730016302583285774,2024-33,high,16038.0,162.0
1730016302583285774,2024-34,high,11286.0,114.0
1730016302583285774,2024-35,high,10578.0,112.0
1730016302583285774,2024-36,high,15547.0,140.0
1730016302583285774,2024-37,high,11736.0,104.0
1730016302583285774,2024-38,high,7470.0,83.0
1730016302583285774,2024-39,high,11640.0,130.0
1730016302583285774,2024-40,middle,53640.0,596.0
1730016302583285774,2024-41,middle,7560.0,84.0
1730016302583285774,2024-42,middle,8910.0,99.0
1730016302583285774,2024-43,middle,11250.0,125.0
1730016302583285774,2024-44,middle,7560.0,84.0
1730016302583285774,2024-45,middle,7200.0,80.0
1730016302583285774,2024-46,middle,5940.0,66.0
1730016302583285774,2024-47,middle,5400.0,60.0
