product_id,date_value,performance_label,yd_sale_amount,yd_sold_count
1729626366118562694,2024-18,top,1619786.0,27454.0
1729626366118562694,2024-19,top,505486.0,8641.0
1729626366118562694,2024-20,low,23315.0,478.0
1729626366118562694,2024-21,low,5519.63,148.0
1729626366118562694,2024-22,non,,
1729626366118562694,2024-23,non,,
1729626366118562694,2024-24,non,,
1729626366118562694,2024-25,non,,
1729626366118562694,2024-26,non,,
1729626366118562694,2024-27,non,,
1729626366118562694,2024-28,non,,
1729626366118562694,2024-29,non,,
1729626366118562694,2024-30,non,,
1729626366118562694,2024-31,non,,
1729626366118562694,2024-32,non,,
1729626366118562694,2024-33,non,,
1729626366118562694,2024-34,non,,
1729626366118562694,2024-35,non,,
1729626366118562694,2024-36,non,,
1729626366118562694,2024-37,non,,
1729626366118562694,2024-38,non,,
1729626366118562694,2024-39,non,,
1729626366118562694,2024-40,non,,
1729626366118562694,2024-41,non,,
1729626366118562694,2024-42,non,,
1729626366118562694,2024-43,non,,
1729626366118562694,2024-44,non,,
1729626366118562694,2024-45,non,,
1729626366118562694,2024-46,non,,
1729626366118562694,2024-47,non,,
1729626366118562694,2024-48,non,,
1729626366118562694,2024-49,non,,
1729626366118562694,2024-50,non,,
1729626366118562694,2024-51,non,,
1729626366118562694,2024-52,non,,
1729643348248398587,2024-18,top,504542.0,8699.0
1729643348248398587,2024-19,top,506282.0,8729.0
1729643348248398587,2024-20,top,579420.0,9990.0
1729643348248398587,2024-21,top,319116.0,5502.0
1729643348248398587,2024-22,high,294698.0,5081.0
1729643348248398587,2024-23,high,191226.0,3297.0
1729643348248398587,2024-24,high,162284.0,2798.0
1729643348248398587,2024-25,top,875742.0,15099.0
1729643348248398587,2024-26,non,,
1729643348248398587,2024-27,top,891129.0,12750.0
1729643348248398587,2024-28,top,694237.5,7425.0
1729643348248398587,2024-29,top,485227.5,7981.0
1729643348248398587,2024-30,top,756557.7,15765.0
1729643348248398587,2024-31,top,680455.54,12871.0
1729643348248398587,2024-32,top,1236437.03,21131.0
1729643348248398587,2024-33,top,375595.63,6822.0
1729643348248398587,2024-34,top,2277596.0,43746.0
1729643348248398587,2024-35,top,1087224.0,19649.0
1729643348248398587,2024-36,top,742068.0,13742.0
1729643348248398587,2024-37,top,1546116.0,30316.0
1729643348248398587,2024-38,top,1253955.0,22882.0
1729643348248398587,2024-39,top,1600017.0,30189.0
1729643348248398587,2024-40,top,4279409.8,84856.0
1729643348248398587,2024-41,non,,
1729643348248398587,2024-42,top,914750.0,18155.0
1729643348248398587,2024-43,top,767908.0,15163.0
1729643348248398587,2024-44,top,884572.0,17882.0
1729643348248398587,2024-45,top,879646.0,16863.0
1729643348248398587,2024-46,top,791701.0,14994.0
1729643348248398587,2024-47,top,506654.0,9524.0
1729643348248398587,2024-48,top,610011.0,11961.0
1729643348248398587,2024-49,top,622659.0,11978.0
1729643348248398587,2024-50,top,767040.0,15040.0
1729643348248398587,2024-51,top,606546.0,11826.0
1729643348248398587,2024-52,top,597775.32,11941.0
1729609121796492264,2024-18,top,859032.5,7991.0
1729609121796492264,2024-19,top,323897.5,3013.0
1729609121796492264,2024-20,middle,34507.5,321.0
1729609121796492264,2024-21,non,,
1729609121796492264,2024-22,non,,
1729609121796492264,2024-23,non,,
1729609121796492264,2024-24,non,,
1729609121796492264,2024-25,non,,
1729609121796492264,2024-26,non,,
1729609121796492264,2024-27,non,,
1729609121796492264,2024-28,non,,
1729609121796492264,2024-29,non,,
1729609121796492264,2024-30,non,,
1729609121796492264,2024-31,non,,
1729609121796492264,2024-32,non,,
1729609121796492264,2024-33,non,,
1729609121796492264,2024-34,non,,
1729609121796492264,2024-35,non,,
1729609121796492264,2024-36,non,,
1729609121796492264,2024-37,non,,
1729609121796492264,2024-38,non,,
1729609121796492264,2024-39,non,,
1729609121796492264,2024-40,non,,
1729609121796492264,2024-41,non,,
1729609121796492264,2024-42,non,,
1729609121796492264,2024-43,non,,
1729609121796492264,2024-44,non,,
1729609121796492264,2024-45,non,,
1729609121796492264,2024-46,non,,
1729609121796492264,2024-47,non,,
1729609121796492264,2024-48,non,,
1729609121796492264,2024-49,non,,
1729609121796492264,2024-50,non,,
1729609121796492264,2024-51,non,,
1729609121796492264,2024-52,non,,
1729926979952478905,2024-18,top,904423.5,5997.0
1729926979952478905,2024-19,top,1075230.0,7041.0
1729926979952478905,2024-20,top,1214766.0,8099.0
1729926979952478905,2024-21,top,992130.0,7015.0
1729926979952478905,2024-22,top,1271154.0,9398.0
1729926979952478905,2024-23,top,857380.63,7089.0
1729926979952478905,2024-24,top,535446.02,4577.0
