product_id,date_value,performance_label,yd_sale_amount,yd_sold_count
1729974320804235722,2024-18,top,439849.0,6516.0
1729974320804235722,2024-19,top,161727.0,2449.0
1729974320804235722,2024-20,top,128299.0,1996.0
1729974320804235722,2024-21,top,99698.0,1355.0
1729974320804235722,2024-22,high,90344.0,1388.0
1729974320804235722,2024-23,high,57787.5,1084.0
1729974320804235722,2024-24,high,45204.0,838.0
1729974320804235722,2024-25,high,60224.0,920.0
1729974320804235722,2024-26,high,334542.0,4289.0
1729974320804235722,2024-27,high,266415.0,3451.0
1729974320804235722,2024-28,high,198120.0,2540.0
1729974320804235722,2024-29,high,157730.0,3023.0
1729974320804235722,2024-30,top,142588.6,3330.0
1729974320804235722,2024-31,top,317337.4,7952.0
1729974320804235722,2024-32,high,113254.8,3701.0
1729974320804235722,2024-33,top,548352.2,14943.0
1729974320804235722,2024-34,top,345612.9,10479.0
1729974320804235722,2024-35,high,80788.9,2155.0
1729974320804235722,2024-36,high,133684.6,4193.0
1729974320804235722,2024-37,high,206483.4,6345.0
1729974320804235722,2024-38,high,145389.7,4533.0
1729974320804235722,2024-39,top,306177.1,9601.0
1729974320804235722,2024-40,top,1177205.7,36903.0
1729974320804235722,2024-41,non,,
1729974320804235722,2024-42,top,213781.3,6321.0
1729974320804235722,2024-43,top,205339.4,6313.0
1729974320804235722,2024-44,high,129469.7,4078.0
1729974320804235722,2024-45,high,100867.8,3162.0
1729974320804235722,2024-46,high,70079.2,1950.0
1729974320804235722,2024-47,high,60825.1,1736.0
1729974320804235722,2024-48,middle,54245.5,1562.0
1729974320804235722,2024-49,middle,46323.2,1408.0
1729974320804235722,2024-50,middle,37242.8,1132.0
1729974320804235722,2024-51,middle,30559.3,942.0
1729974320804235722,2024-52,middle,27576.6,810.0
1729610233186323368,2024-18,top,536840.0,3031.0
1729610233186323368,2024-19,top,799270.0,4456.0
1729610233186323368,2024-20,top,838590.0,4760.0
1729610233186323368,2024-21,top,672325.0,3766.0
1729610233186323368,2024-22,top,404939.3,2287.0
1729610233186323368,2024-23,top,130412.0,763.0
1729610233186323368,2024-24,high,72972.91,544.0
1729610233186323368,2024-25,top,137387.25,1012.0
1729610233186323368,2024-26,top,1011500.0,5950.0
1729610233186323368,2024-27,high,300900.0,1770.0
1729610233186323368,2024-28,top,275400.0,1620.0
1729610233186323368,2024-29,high,96330.0,577.0
1729610233186323368,2024-30,low,12201.75,74.0
1729610233186323368,2024-31,non,,
1729610233186323368,2024-32,non,,
1729610233186323368,2024-33,non,,
1729610233186323368,2024-34,non,,
1729610233186323368,2024-35,non,,
1729610233186323368,2024-36,non,,
1729610233186323368,2024-37,non,,
1729610233186323368,2024-38,low,7771.5,136.0
1729610233186323368,2024-39,non,,
1729610233186323368,2024-40,non,,
1729610233186323368,2024-41,non,,
1729610233186323368,2024-42,non,,
1729610233186323368,2024-43,non,,
1729610233186323368,2024-44,non,,
1729610233186323368,2024-45,non,,
1729610233186323368,2024-46,non,,
1729610233186323368,2024-47,non,,
1729610233186323368,2024-48,non,,
1729610233186323368,2024-49,non,,
1729610233186323368,2024-50,non,,
1729610233186323368,2024-51,non,,
1729610233186323368,2024-52,non,,
1729805589929494553,2024-18,top,409550.0,1432.0
1729805589929494553,2024-19,top,242980.64,1552.0
1729805589929494553,2024-20,top,343835.0,1586.0
1729805589929494553,2024-21,top,259455.0,1059.0
1729805589929494553,2024-22,top,257795.0,1297.0
1729805589929494553,2024-23,top,130300.0,856.0
1729805589929494553,2024-24,high,75628.88,1161.0
1729805589929494553,2024-25,high,89098.0,972.0
1729805589929494553,2024-26,high,267414.0,2015.0
1729805589929494553,2024-27,high,201115.0,1305.0
1729805589929494553,2024-28,high,106870.0,609.0
1729805589929494553,2024-29,high,82690.0,731.0
1729805589929494553,2024-30,high,58830.0,765.0
1729805589929494553,2024-31,high,45590.0,509.0
1729805589929494553,2024-32,high,45362.0,739.0
1729805589929494553,2024-33,high,83214.0,951.0
1729805589929494553,2024-34,middle,36972.5,558.0
1729805589929494553,2024-35,high,45438.0,629.0
1729805589929494553,2024-36,middle,41185.0,647.0
1729805589929494553,2024-37,middle,30679.0,519.0
1729805589929494553,2024-38,middle,27566.0,427.0
1729805589929494553,2024-39,high,62073.0,725.0
1729805589929494553,2024-40,middle,256191.0,2967.0
1729805589929494553,2024-41,middle,41175.0,470.0
1729805589929494553,2024-42,middle,36375.0,487.0
1729805589929494553,2024-43,middle,42633.0,510.0
1729805589929494553,2024-44,middle,25044.0,521.0
1729805589929494553,2024-45,middle,38136.0,456.0
1729805589929494553,2024-46,middle,31770.0,353.0
1729805589929494553,2024-47,middle,36684.0,457.0
1729805589929494553,2024-48,middle,17262.0,257.0
1729805589929494553,2024-49,low,10619.0,227.0
1729805589929494553,2024-50,low,12864.0,346.0
1729805589929494553,2024-51,low,8715.0,210.0
1729805589929494553,2024-52,low,6636.0,312.0
1729711853383289267,2024-18,middle,20797.9,1428.0
1729711853383289267,2024-19,low,8336.0,521.0
1729711853383289267,2024-20,middle,9424.0,589.0
1729711853383289267,2024-21,middle,11808.0,738.0
1729711853383289267,2024-22,low,6928.0,433.0
1729711853383289267,2024-23,low,4656.0,291.0
1729711853383289267,2024-24,low,5312.0,332.0
1729711853383289267,2024-25,low,3280.0,205.0
1729711853383289267,2024-26,low,9032.0,359.0
1729711853383289267,2024-27,low,2836.0,100.0
1729711853383289267,2024-28,low,3724.0,133.0
1729711853383289267,2024-29,low,1472.0,89.0
1729711853383289267,2024-30,low,1568.0,98.0
1729711853383289267,2024-31,non,,
1729711853383289267,2024-32,non,,
1729711853383289267,2024-33,non,,
1729711853383289267,2024-34,non,,
1729711853383289267,2024-35,non,,
1729711853383289267,2024-36,non,,
1729711853383289267,2024-37,non,,
1729711853383289267,2024-38,non,,
1729711853383289267,2024-39,non,,
1729711853383289267,2024-40,non,,
1729711853383289267,2024-41,non,,
1729711853383289267,2024-42,non,,
1729711853383289267,2024-43,non,,
1729711853383289267,2024-44,non,,
1729711853383289267,2024-45,non,,
1729711853383289267,2024-46,non,,
1729711853383289267,2024-47,non,,
1729711853383289267,2024-48,non,,
1729711853383289267,2024-49,non,,
1729711853383289267,2024-50,non,,
1729711853383289267,2024-51,non,,
1729711853383289267,2024-52,non,,
1730163678269245489,2024-18,top,298314.0,1409.0
1730163678269245489,2024-19,top,196372.0,907.0
1730163678269245489,2024-20,top,207927.0,627.0
1730163678269245489,2024-21,top,304168.5,519.0
1730163678269245489,2024-22,top,124600.1,454.0
1730163678269245489,2024-23,high,59577.0,368.0
1730163678269245489,2024-24,middle,12551.4,97.0
1730163678269245489,2024-25,non,,
1730163678269245489,2024-26,non,,
1730163678269245489,2024-27,non,,
1730163678269245489,2024-28,non,,
1730163678269245489,2024-29,non,,
1730163678269245489,2024-30,non,,
1730163678269245489,2024-31,non,,
1730163678269245489,2024-32,non,,
1730163678269245489,2024-33,non,,
1730163678269245489,2024-34,non,,
1730163678269245489,2024-35,non,,
1730163678269245489,2024-36,non,,
1730163678269245489,2024-37,non,,
1730163678269245489,2024-38,non,,
1730163678269245489,2024-39,non,,
1730163678269245489,2024-40,non,,
1730163678269245489,2024-41,non,,
1730163678269245489,2024-42,non,,
1730163678269245489,2024-43,non,,
1730163678269245489,2024-44,non,,
1730163678269245489,2024-45,non,,
1730163678269245489,2024-46,non,,
1730163678269245489,2024-47,non,,
1730163678269245489,2024-48,non,,
1730163678269245489,2024-49,non,,
1730163678269245489,2024-50,non,,
1730163678269245489,2024-51,non,,
1730163678269245489,2024-52,non,,
1729818275387706024,2024-18,middle,14013.78,1388.0
1729818275387706024,2024-19,middle,13840.35,1211.0
1729818275387706024,2024-20,middle,13919.84,886.0
1729818275387706024,2024-21,middle,27792.5,1001.0
1729818275387706024,2024-22,middle,24025.5,1054.0
1729818275387706024,2024-23,middle,12953.71,929.0
1729818275387706024,2024-24,middle,24016.0,1647.0
1729818275387706024,2024-25,middle,19222.0,1353.0
1729818275387706024,2024-26,middle,49171.0,2959.0
1729818275387706024,2024-27,middle,37584.0,1296.0
1729818275387706024,2024-28,middle,32422.0,1118.0
1729818275387706024,2024-29,middle,19138.0,1742.0
1729818275387706024,2024-30,middle,22239.0,2471.0
1729818275387706024,2024-31,middle,30672.0,3408.0
1729818275387706024,2024-32,high,45468.0,5052.0
1729818275387706024,2024-33,middle,17076.0,3824.0
1729818275387706024,2024-34,middle,12273.0,4091.0
1729818275387706024,2024-35,middle,19926.0,3989.0
1729818275387706024,2024-36,middle,19980.0,3598.0
1729818275387706024,2024-37,middle,19203.0,3713.0
1729818275387706024,2024-38,low,12062.0,2600.0
1729818275387706024,2024-39,low,12544.0,1949.0
1729818275387706024,2024-40,low,57224.2,9385.0
1729818275387706024,2024-41,low,7254.0,1209.0
1729818275387706024,2024-42,low,13548.0,1569.0
1729818275387706024,2024-43,low,5491.0,1448.0
1729818275387706024,2024-44,low,7236.0,1757.0
1729818275387706024,2024-45,middle,16338.6,2817.0
1729818275387706024,2024-46,middle,18739.4,4321.0
1729818275387706024,2024-47,middle,38112.0,7018.0
1729818275387706024,2024-48,middle,19425.4,6712.0
1729818275387706024,2024-49,middle,27638.8,9871.0
1729818275387706024,2024-50,middle,26745.8,9316.0
1729818275387706024,2024-51,middle,24606.0,6057.0
1729818275387706024,2024-52,middle,14901.0,3950.0
1730191104832538906,2024-18,top,152667.0,1363.0
1730191104832538906,2024-19,top,131300.0,983.0
1730191104832538906,2024-20,top,123531.0,1082.0
1730191104832538906,2024-21,high,82559.78,659.0
1730191104832538906,2024-22,high,37129.0,330.0
1730191104832538906,2024-23,middle,16750.0,242.0
1730191104832538906,2024-24,non,,
1730191104832538906,2024-25,non,,
1730191104832538906,2024-26,non,,
1730191104832538906,2024-27,non,,
1730191104832538906,2024-28,non,,
1730191104832538906,2024-29,non,,
1730191104832538906,2024-30,non,,
1730191104832538906,2024-31,non,,
1730191104832538906,2024-32,non,,
1730191104832538906,2024-33,non,,
1730191104832538906,2024-34,non,,
1730191104832538906,2024-35,non,,
1730191104832538906,2024-36,non,,
1730191104832538906,2024-37,non,,
1730191104832538906,2024-38,non,,
1730191104832538906,2024-39,non,,
1730191104832538906,2024-40,non,,
1730191104832538906,2024-41,non,,
1730191104832538906,2024-42,non,,
1730191104832538906,2024-43,non,,
1730191104832538906,2024-44,non,,
1730191104832538906,2024-45,non,,
1730191104832538906,2024-46,non,,
1730191104832538906,2024-47,non,,
1730191104832538906,2024-48,non,,
1730191104832538906,2024-49,non,,
1730191104832538906,2024-50,non,,
1730191104832538906,2024-51,non,,
1730191104832538906,2024-52,non,,
1729484614626413287,2024-18,high,107057.0,1289.0
1729484614626413287,2024-19,top,124738.0,1078.0
1729484614626413287,2024-20,top,211077.0,1647.0
1729484614626413287,2024-21,top,206236.0,1780.0
1729484614626413287,2024-22,top,152656.0,1663.0
1729484614626413287,2024-23,high,59994.0,1330.0
1729484614626413287,2024-24,high,28811.0,613.0
1729484614626413287,2024-25,middle,22231.0,473.0
1729484614626413287,2024-26,high,169326.0,1209.0
1729484614626413287,2024-27,high,89735.5,813.0
1729484614626413287,2024-28,high,112729.5,878.0
1729484614626413287,2024-29,middle,47987.0,837.0
1729484614626413287,2024-30,middle,24534.0,522.0
1729484614626413287,2024-31,middle,22815.0,507.0
1729484614626413287,2024-32,middle,18789.0,407.0
1729484614626413287,2024-33,middle,19735.0,433.0
1729484614626413287,2024-34,high,68490.0,1646.0
1729484614626413287,2024-35,middle,34873.0,811.0
1729484614626413287,2024-36,low,12599.0,293.0
1729484614626413287,2024-37,low,6966.0,162.0
1729484614626413287,2024-38,middle,22962.0,534.0
1729484614626413287,2024-39,middle,27821.0,647.0
1729484614626413287,2024-40,middle,265138.0,6166.0
1729484614626413287,2024-41,high,87161.0,2027.0
1729484614626413287,2024-42,high,65661.0,1527.0
1729484614626413287,2024-43,middle,37482.0,852.0
1729484614626413287,2024-44,middle,24381.0,567.0
1729484614626413287,2024-45,middle,17931.0,417.0
1729484614626413287,2024-46,middle,20167.0,469.0
1729484614626413287,2024-47,middle,33067.0,769.0
1729484614626413287,2024-48,middle,35303.0,821.0
1729484614626413287,2024-49,middle,29412.0,684.0
1729484614626413287,2024-50,middle,25395.8,611.0
1729484614626413287,2024-51,middle,46053.0,1071.0
1729484614626413287,2024-52,middle,33067.0,790.0
1729869501061171200,2024-18,high,99336.8,1246.0
1729869501061171200,2024-19,high,52996.55,696.0
1729869501061171200,2024-20,middle,24616.4,316.0
1729869501061171200,2024-21,middle,12599.56,170.0
1729869501061171200,2024-22,low,2148.24,38.0
