product_id,date_value,performance_label,yd_sale_amount,yd_sold_count
1729594728478313024,2024-18,top,3737247.3,10846.0
1729594728478313024,2024-19,top,5787790.0,16343.0
1729594728478313024,2024-20,top,3920300.0,11440.0
1729594728478313024,2024-21,non,,
1729594728478313024,2024-22,non,,
1729594728478313024,2024-23,non,,
1729594728478313024,2024-24,non,,
1729594728478313024,2024-25,non,,
1729594728478313024,2024-26,non,,
1729594728478313024,2024-27,non,,
1729594728478313024,2024-28,non,,
1729594728478313024,2024-29,non,,
1729594728478313024,2024-30,non,,
1729594728478313024,2024-31,non,,
1729594728478313024,2024-32,non,,
1729594728478313024,2024-33,non,,
1729594728478313024,2024-34,non,,
1729594728478313024,2024-35,non,,
1729594728478313024,2024-36,non,,
1729594728478313024,2024-37,non,,
1729594728478313024,2024-38,non,,
1729594728478313024,2024-39,non,,
1729594728478313024,2024-40,non,,
1729594728478313024,2024-41,non,,
1729594728478313024,2024-42,non,,
1729594728478313024,2024-43,non,,
1729594728478313024,2024-44,non,,
1729594728478313024,2024-45,non,,
1729594728478313024,2024-46,non,,
1729594728478313024,2024-47,non,,
1729594728478313024,2024-48,non,,
1729594728478313024,2024-49,non,,
1729594728478313024,2024-50,non,,
1729594728478313024,2024-51,non,,
1729594728478313024,2024-52,non,,
1729553985293093244,2024-18,top,1722879.67,8117.0
1729553985293093244,2024-19,top,1567544.73,7373.0
1729553985293093244,2024-20,non,,
1729553985293093244,2024-21,non,,
1729553985293093244,2024-22,non,,
1729553985293093244,2024-23,non,,
1729553985293093244,2024-24,non,,
1729553985293093244,2024-25,top,1412120.25,7025.0
1729553985293093244,2024-26,non,,
1729553985293093244,2024-27,non,,
1729553985293093244,2024-28,non,,
1729553985293093244,2024-29,non,,
1729553985293093244,2024-30,non,,
1729553985293093244,2024-31,non,,
1729553985293093244,2024-32,non,,
1729553985293093244,2024-33,non,,
1729553985293093244,2024-34,non,,
1729553985293093244,2024-35,non,,
1729553985293093244,2024-36,non,,
1729553985293093244,2024-37,non,,
1729553985293093244,2024-38,non,,
1729553985293093244,2024-39,non,,
1729553985293093244,2024-40,non,,
1729553985293093244,2024-41,non,,
1729553985293093244,2024-42,non,,
1729553985293093244,2024-43,non,,
1729553985293093244,2024-44,non,,
