product_id,date_value,performance_label,yd_sale_amount,yd_sold_count
1729944692948240556,2024-18,high,287445.4,19904.0
1729944692948240556,2024-19,top,580670.81,19516.0
1729944692948240556,2024-20,high,268345.64,12907.0
1729944692948240556,2024-21,high,481871.93,16583.0
1729944692948240556,2024-22,high,376436.99,27486.0
1729944692948240556,2024-23,high,194117.02,20312.0
1729944692948240556,2024-24,high,210109.94,18139.0
1729944692948240556,2024-25,high,404598.03,20027.0
1729944692948240556,2024-26,non,,
1729944692948240556,2024-27,high,387501.59,12236.0
1729944692948240556,2024-28,high,484876.89,11310.0
1729944692948240556,2024-29,middle,146650.71,11695.0
1729944692948240556,2024-30,middle,109955.55,17293.0
1729944692948240556,2024-31,middle,123059.38,17968.0
1729944692948240556,2024-32,middle,123356.88,18885.0
1729944692948240556,2024-33,middle,117404.58,17844.0
1729944692948240556,2024-34,middle,113103.9,17953.0
1729944692948240556,2024-35,middle,127085.64,15793.0
1729944692948240556,2024-36,high,343008.58,28208.0
1729944692948240556,2024-37,high,285052.97,29270.0
1729944692948240556,2024-38,high,202217.91,16666.0
1729944692948240556,2024-39,high,216235.52,21070.0
1729944692948240556,2024-40,middle,894575.73,109297.0
1729944692948240556,2024-41,non,,
1729944692948240556,2024-42,middle,139922.2,15024.0
1729944692948240556,2024-43,middle,159155.96,17343.0
1729944692948240556,2024-44,middle,190758.23,17600.0
1729944692948240556,2024-45,middle,217735.74,24838.0
1729944692948240556,2024-46,middle,246067.63,22360.0
1729944692948240556,2024-47,middle,128559.95,15572.0
1729944692948240556,2024-48,middle,64804.59,14992.0
1729944692948240556,2024-49,low,57848.82,16404.0
1729944692948240556,2024-50,low,49221.6,16482.0
1729944692948240556,2024-51,middle,60268.24,15725.0
1729944692948240556,2024-52,low,31897.91,16080.0
1729947916117838568,2024-18,top,2500183.0,17057.0
1729947916117838568,2024-19,high,409609.0,2706.0
1729947916117838568,2024-20,top,1669084.0,15176.0
1729947916117838568,2024-21,high,525243.0,4767.0
1729947916117838568,2024-22,high,353507.0,4077.0
1729947916117838568,2024-23,high,592962.5,6144.0
1729947916117838568,2024-24,middle,108964.0,1219.0
1729947916117838568,2024-25,middle,137761.9,1739.0
1729947916117838568,2024-26,high,576436.9,6586.0
1729947916117838568,2024-27,high,397111.91,5820.0
1729947916117838568,2024-28,high,343233.0,3467.0
1729947916117838568,2024-29,middle,76073.4,1251.0
1729947916117838568,2024-30,middle,116513.6,1423.0
1729947916117838568,2024-31,middle,115416.22,1488.0
1729947916117838568,2024-32,high,322124.04,4457.0
1729947916117838568,2024-33,high,328882.0,3981.0
1729947916117838568,2024-34,middle,121606.0,1483.0
1729947916117838568,2024-35,middle,65678.0,834.0
1729947916117838568,2024-36,middle,82758.0,1061.0
1729947916117838568,2024-37,middle,74643.2,1109.0
1729947916117838568,2024-38,middle,52015.3,715.0
1729947916117838568,2024-39,low,54317.0,708.0
1729947916117838568,2024-40,low,343644.0,4741.0
1729947916117838568,2024-41,low,37182.0,468.0
1729947916117838568,2024-42,low,40009.0,511.0
1729947916117838568,2024-43,middle,139979.0,1785.0
1729947916117838568,2024-44,low,57528.0,799.0
1729947916117838568,2024-45,low,46620.0,643.0
1729947916117838568,2024-46,low,38622.0,515.0
1729947916117838568,2024-47,non,,
1729947916117838568,2024-48,non,,
1729947916117838568,2024-49,non,,
1729947916117838568,2024-50,non,,
1729947916117838568,2024-51,non,,
1729947916117838568,2024-52,non,,
1729813257793865899,2024-18,high,365981.8,16444.0
1729813257793865899,2024-19,high,404179.9,17180.0
1729813257793865899,2024-20,high,315409.6,15657.0
1729813257793865899,2024-21,high,176325.34,11479.0
1729813257793865899,2024-22,middle,141384.34,9173.0
1729813257793865899,2024-23,middle,89996.53,7617.0
1729813257793865899,2024-24,middle,60698.06,8034.0
1729813257793865899,2024-25,middle,53350.29,5540.0
1729813257793865899,2024-26,top,1523083.02,7974.0
1729813257793865899,2024-27,middle,132446.0,2818.0
1729813257793865899,2024-28,middle,210646.5,2297.0
1729813257793865899,2024-29,middle,113378.6,3639.0
1729813257793865899,2024-30,low,43206.55,4035.0
1729813257793865899,2024-31,low,56220.0,2994.0
1729813257793865899,2024-32,low,49187.3,4151.0
1729813257793865899,2024-33,low,33601.7,1776.0
1729813257793865899,2024-34,low,43765.9,1599.0
1729813257793865899,2024-35,low,57243.2,2128.0
1729813257793865899,2024-36,low,52432.1,2269.0
1729813257793865899,2024-37,low,55082.8,2332.0
1729813257793865899,2024-38,low,35148.58,1706.0
1729813257793865899,2024-39,low,24280.81,1427.0
1729813257793865899,2024-40,low,173102.1,6717.0
1729813257793865899,2024-41,low,12885.0,1183.0
1729813257793865899,2024-42,low,43651.1,1556.0
1729813257793865899,2024-43,low,37367.3,1037.0
1729813257793865899,2024-44,low,27713.0,1070.0
1729813257793865899,2024-45,low,25696.0,960.0
1729813257793865899,2024-46,low,52933.8,1652.0
1729813257793865899,2024-47,middle,69254.8,1675.0
1729813257793865899,2024-48,low,25891.2,928.0
1729813257793865899,2024-49,low,34460.0,1070.0
1729813257793865899,2024-50,low,18665.1,669.0
1729813257793865899,2024-51,low,6574.8,656.0
1729813257793865899,2024-52,low,19717.9,565.0
1729772973014223172,2024-18,top,2383681.5,12715.0
1729772973014223172,2024-19,top,1949415.99,9501.0
1729772973014223172,2024-20,top,1444571.3,6856.0
1729772973014223172,2024-21,high,357610.56,1834.0
1729772973014223172,2024-22,high,261809.15,1318.0
1729772973014223172,2024-23,high,240327.6,1399.0
1729772973014223172,2024-24,high,181534.56,1125.0
1729772973014223172,2024-25,high,215460.06,1222.0
1729772973014223172,2024-26,middle,437126.2,2222.0
1729772973014223172,2024-27,middle,181503.54,961.0
1729772973014223172,2024-28,middle,172879.97,781.0
1729772973014223172,2024-29,middle,120944.94,613.0
1729772973014223172,2024-30,middle,82907.55,426.0
